"PLOT_UNIQUE_ID","CYCLE","MEASYEAR","n_saplings","n_new_saplings","n_sapling_saplings","n_saplings_to_trees","n_saplings_died","n_saplings_removed","n_saplings_previous","prev_measyear","first_measyear","is_first_measyear","n_sapling_saplings_prop","n_saplings_to_trees_prop","n_saplings_died_prop","n_saplings_removed_prop"
"9_1_15_541",6,2009,5,4,1,1,2,0,4,2003,2003,FALSE,0.25,0.25,0.5,0
"9_1_15_541",7,2013,12,8,4,0,1,0,5,2009,2003,FALSE,0.8,0,0.2,0
"9_1_15_541",8,2020,19,10,9,0,3,0,12,2013,2003,FALSE,0.75,0,0.25,0
"9_1_15_580",6,2011,5,0,5,0,0,0,5,2007,2007,FALSE,1,0,0,0
"9_1_15_580",7,2017,5,0,5,0,0,0,5,2011,2007,FALSE,1,0,0,0
"9_1_15_583",6,2009,1,0,1,0,0,0,1,2004,2004,FALSE,1,0,0,0
"9_1_15_583",7,2014,1,0,1,0,0,0,1,2009,2004,FALSE,1,0,0,0
"9_1_15_583",8,2021,0,0,0,0,1,0,1,2014,2004,FALSE,0,0,1,0
"9_1_15_584",6,2010,0,0,0,0,0,0,2,2005,2005,FALSE,0,0,0,0
"9_1_15_584",7,2015,9,9,0,0,0,0,0,2010,2005,FALSE,NA,NA,NA,NA
"9_1_15_606",7,2018,1,0,1,0,1,0,2,2013,2013,FALSE,0.5,0,0.5,0
"9_1_15_619",6,2009,7,1,6,0,0,0,6,2003,2003,FALSE,1,0,0,0
"9_1_15_619",7,2013,8,2,6,0,1,0,7,2009,2003,FALSE,0.857142857142857,0,0.142857142857143,0
"9_1_15_619",8,2020,7,0,7,0,1,0,8,2013,2003,FALSE,0.875,0,0.125,0
"9_1_15_625",6,2013,5,1,4,0,0,0,4,2008,2008,FALSE,1,0,0,0
"9_1_15_625",7,2020,3,1,2,0,3,0,5,2013,2008,FALSE,0.4,0,0.6,0
"9_1_15_649",6,2010,4,0,4,0,0,0,4,2005,2005,FALSE,1,0,0,0
"9_1_15_649",7,2014,4,0,4,0,0,0,4,2010,2005,FALSE,1,0,0,0
"9_1_15_649",8,2021,0,0,0,0,2,0,4,2014,2005,FALSE,0,0,0.5,0
"9_1_15_65",6,2009,4,0,4,0,2,0,6,2003,2003,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_15_65",7,2013,5,1,4,0,0,0,4,2009,2003,FALSE,1,0,0,0
"9_1_15_65",8,2020,0,0,0,0,0,0,5,2013,2003,FALSE,0,0,0,0
"9_1_15_657",6,2009,5,0,5,0,6,0,11,2003,2003,FALSE,0.454545454545455,0,0.545454545454545,0
"9_1_15_657",7,2013,4,0,4,0,1,0,5,2009,2003,FALSE,0.8,0,0.2,0
"9_1_15_657",8,2019,0,0,0,0,0,0,4,2013,2003,FALSE,0,0,0,0
"9_1_15_688",6,2012,11,0,11,0,3,0,14,2007,2007,FALSE,0.785714285714286,0,0.214285714285714,0
"9_1_15_688",7,2020,9,0,9,0,2,0,11,2012,2007,FALSE,0.818181818181818,0,0.181818181818182,0
"9_1_15_86",7,2018,0,0,0,0,0,0,6,2013,2013,FALSE,0,0,0,0
"9_1_1_112",6,2008,4,0,4,0,2,0,6,2003,2003,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_1_112",7,2013,3,0,3,0,1,0,4,2008,2003,FALSE,0.75,0,0.25,0
"9_1_1_112",8,2019,3,0,3,0,0,0,3,2013,2003,FALSE,1,0,0,0
"9_1_1_154",8,2021,0,0,0,0,1,0,1,2014,2014,FALSE,0,0,1,0
"9_1_1_235",6,2009,2,0,2,0,0,0,2,2005,2005,FALSE,1,0,0,0
"9_1_1_235",7,2014,2,0,2,0,0,0,2,2009,2005,FALSE,1,0,0,0
"9_1_1_235",8,2021,1,0,1,0,1,0,2,2014,2005,FALSE,0.5,0,0.5,0
"9_1_1_247",6,2012,1,0,1,0,0,0,1,2007,2007,FALSE,1,0,0,0
"9_1_1_247",7,2018,0,0,0,0,1,0,1,2012,2007,FALSE,0,0,1,0
"9_1_1_26",6,2009,2,0,2,0,1,0,3,2005,2005,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_1_26",7,2015,1,0,1,0,1,0,2,2009,2005,FALSE,0.5,0,0.5,0
"9_1_1_293",6,2012,1,0,1,0,0,0,1,2008,2008,FALSE,1,0,0,0
"9_1_1_293",7,2018,1,0,1,0,0,0,1,2012,2008,FALSE,1,0,0,0
"9_1_1_310",6,2012,1,0,1,0,0,0,1,2008,2008,FALSE,1,0,0,0
"9_1_1_310",7,2017,1,0,1,0,0,0,1,2012,2008,FALSE,1,0,0,0
"9_1_1_319",6,2012,1,0,1,0,3,0,4,2006,2006,FALSE,0.25,0,0.75,0
"9_1_1_319",7,2016,1,0,1,0,0,0,1,2012,2006,FALSE,1,0,0,0
"9_1_1_373",6,2008,1,0,1,0,1,0,2,2003,2003,FALSE,0.5,0,0.5,0
"9_1_1_373",7,2013,1,0,1,0,0,0,1,2008,2003,FALSE,1,0,0,0
"9_1_1_373",8,2021,0,0,0,0,1,0,1,2013,2003,FALSE,0,0,1,0
"9_1_1_423",6,2011,4,0,4,0,0,0,4,2007,2007,FALSE,1,0,0,0
"9_1_1_423",7,2018,6,0,6,0,1,0,4,2011,2007,FALSE,1.5,0,0.25,0
"9_1_1_447",6,2012,3,0,3,0,0,0,3,2008,2008,FALSE,1,0,0,0
"9_1_1_447",7,2019,2,0,2,0,1,0,3,2012,2008,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_1_478",6,2008,1,0,1,0,1,0,2,2003,2003,FALSE,0.5,0,0.5,0
"9_1_1_478",7,2013,1,0,1,0,0,0,1,2008,2003,FALSE,1,0,0,0
"9_1_1_478",8,2019,1,0,1,0,0,0,1,2013,2003,FALSE,1,0,0,0
"9_1_1_486",6,2010,2,0,2,0,0,0,2,2006,2006,FALSE,1,0,0,0
"9_1_1_486",7,2016,1,0,1,0,1,0,2,2010,2006,FALSE,0.5,0,0.5,0
"9_1_1_492",6,2009,1,0,1,0,0,0,1,2005,2005,FALSE,1,0,0,0
"9_1_1_492",7,2015,1,0,1,0,0,0,1,2009,2005,FALSE,1,0,0,0
"9_1_1_536",6,2010,3,0,3,0,1,0,4,2005,2005,FALSE,0.75,0,0.25,0
"9_1_1_536",7,2014,3,0,3,0,0,0,3,2010,2005,FALSE,1,0,0,0
"9_1_1_536",8,2021,2,0,2,0,1,0,3,2014,2005,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_1_542",8,2021,4,1,3,0,1,0,4,2014,2014,FALSE,0.75,0,0.25,0
"9_1_1_586",6,2012,3,0,3,0,1,0,4,2008,2008,FALSE,0.75,0,0.25,0
"9_1_1_586",7,2018,2,0,2,0,1,0,3,2012,2008,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_1_595",6,2009,3,0,3,0,1,0,4,2005,2005,FALSE,0.75,0,0.25,0
"9_1_1_595",7,2014,3,0,3,0,0,0,3,2009,2005,FALSE,1,0,0,0
"9_1_1_595",8,2021,2,0,2,0,1,0,3,2014,2005,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_1_614",6,2012,1,0,1,0,0,0,1,2007,2007,FALSE,1,0,0,0
"9_1_1_614",7,2019,0,0,0,0,0,0,1,2012,2007,FALSE,0,0,0,0
"9_1_1_63",6,2010,5,0,5,0,0,0,5,2006,2006,FALSE,1,0,0,0
"9_1_1_63",7,2015,4,0,4,0,1,0,5,2010,2006,FALSE,0.8,0,0.2,0
"9_1_1_640",7,2014,2,0,2,0,0,0,2,2010,2010,FALSE,1,0,0,0
"9_1_1_640",8,2021,2,0,2,0,0,0,2,2014,2010,FALSE,1,0,0,0
"9_1_1_658",6,2010,0,0,0,0,0,0,2,2006,2006,FALSE,0,0,0,0
"9_1_1_664",6,2010,4,0,4,0,0,0,4,2006,2006,FALSE,1,0,0,0
"9_1_1_664",7,2016,1,0,1,0,3,0,4,2010,2006,FALSE,0.25,0,0.75,0
"9_1_1_74",6,2012,2,0,2,0,0,0,2,2008,2008,FALSE,1,0,0,0
"9_1_1_74",7,2019,0,0,0,0,0,0,2,2012,2008,FALSE,0,0,0,0
"9_1_1_85",6,2011,5,0,5,0,1,0,6,2006,2006,FALSE,0.833333333333333,0,0.166666666666667,0
"9_1_1_85",7,2018,6,2,4,0,1,0,5,2011,2006,FALSE,0.8,0,0.2,0
"9_1_3_137",7,2018,4,3,1,0,1,0,2,2012,2012,FALSE,0.5,0,0.5,0
"9_1_3_147",6,2011,3,0,3,0,0,0,3,2007,2007,FALSE,1,0,0,0
"9_1_3_147",7,2017,2,0,2,0,0,0,3,2011,2007,FALSE,0.666666666666667,0,0,0
"9_1_3_15",6,2009,4,0,4,0,0,0,4,2005,2005,FALSE,1,0,0,0
"9_1_3_15",7,2015,6,2,4,0,0,0,4,2009,2005,FALSE,1,0,0,0
"9_1_3_161",6,2012,9,0,9,2,0,2,13,2008,2008,FALSE,0.692307692307692,0.153846153846154,0,0.153846153846154
"9_1_3_161",7,2018,0,0,0,0,0,0,9,2012,2008,FALSE,0,0,0,0
"9_1_3_165",6,2008,3,1,2,0,0,0,2,2003,2003,FALSE,1,0,0,0
"9_1_3_165",7,2013,3,0,3,0,0,0,3,2008,2003,FALSE,1,0,0,0
"9_1_3_165",8,2021,3,0,3,0,0,0,3,2013,2003,FALSE,1,0,0,0
"9_1_3_174",6,2009,5,0,5,0,1,0,6,2005,2005,FALSE,0.833333333333333,0,0.166666666666667,0
"9_1_3_174",7,2014,0,0,0,0,0,0,5,2009,2005,FALSE,0,0,0,0
"9_1_3_174",8,2021,2,2,0,0,0,0,0,2014,2005,FALSE,NA,NA,NA,NA
"9_1_3_189",6,2009,8,0,8,1,1,0,10,2005,2005,FALSE,0.8,0.1,0.1,0
"9_1_3_189",7,2015,8,0,8,0,0,0,8,2009,2005,FALSE,1,0,0,0
"9_1_3_193",6,2010,4,0,4,2,2,13,21,2006,2006,FALSE,0.19047619047619,0.0952380952380952,0.0952380952380952,0.619047619047619
"9_1_3_193",7,2015,4,0,4,0,0,0,4,2010,2006,FALSE,1,0,0,0
"9_1_3_200",6,2010,0,0,0,0,0,0,3,2004,2004,FALSE,0,0,0,0
"9_1_3_200",7,2015,3,3,0,0,0,0,0,2010,2004,FALSE,NA,NA,NA,NA
"9_1_3_214",6,2010,0,0,0,1,1,0,2,2006,2006,FALSE,0,0.5,0.5,0
"9_1_3_214",7,2016,0,0,0,0,0,0,0,2010,2006,FALSE,NA,NA,NA,NA
"9_1_3_230",6,2008,2,1,1,0,2,1,4,2003,2003,FALSE,0.25,0,0.5,0.25
"9_1_3_230",7,2013,3,1,2,0,0,0,2,2008,2003,FALSE,1,0,0,0
"9_1_3_230",8,2020,9,7,2,0,0,0,3,2013,2003,FALSE,0.666666666666667,0,0,0
"9_1_3_242",6,2012,0,0,0,0,0,0,1,2008,2008,FALSE,0,0,0,0
"9_1_3_242",7,2018,4,4,0,0,0,0,0,2012,2008,FALSE,NA,NA,NA,NA
"9_1_3_244",6,2008,0,0,0,0,0,0,4,2003,2003,FALSE,0,0,0,0
"9_1_3_244",7,2013,2,2,0,0,0,0,0,2008,2003,FALSE,NA,NA,NA,NA
"9_1_3_244",8,2021,1,0,1,1,0,0,2,2013,2003,FALSE,0.5,0.5,0,0
"9_1_3_288",6,2012,3,0,3,0,0,0,3,2007,2007,FALSE,1,0,0,0
"9_1_3_288",7,2019,3,0,3,0,0,0,3,2012,2007,FALSE,1,0,0,0
"9_1_3_3",6,2009,21,12,9,1,0,0,10,2004,2004,FALSE,0.9,0.1,0,0
"9_1_3_3",7,2014,20,1,19,0,2,0,21,2009,2004,FALSE,0.904761904761905,0,0.0952380952380952,0
"9_1_3_3",8,2021,13,0,13,0,7,0,20,2014,2004,FALSE,0.65,0,0.35,0
"9_1_3_304",7,2017,10,4,6,0,1,0,7,2012,2012,FALSE,0.857142857142857,0,0.142857142857143,0
"9_1_3_311",6,2009,16,1,15,2,2,0,19,2004,2004,FALSE,0.789473684210526,0.105263157894737,0.105263157894737,0
"9_1_3_311",7,2014,17,1,16,0,0,0,16,2009,2004,FALSE,1,0,0,0
"9_1_3_311",8,2021,12,0,12,0,5,0,17,2014,2004,FALSE,0.705882352941177,0,0.294117647058824,0
"9_1_3_316",6,2010,1,0,1,0,1,0,2,2006,2006,FALSE,0.5,0,0.5,0
"9_1_3_316",7,2016,1,0,1,0,0,0,1,2010,2006,FALSE,1,0,0,0
"9_1_3_331",6,2012,5,1,4,0,0,0,4,2008,2008,FALSE,1,0,0,0
"9_1_3_331",7,2019,5,1,4,0,1,0,5,2012,2008,FALSE,0.8,0,0.2,0
"9_1_3_353",6,2011,5,0,5,0,2,0,7,2008,2008,FALSE,0.714285714285714,0,0.285714285714286,0
"9_1_3_353",7,2017,1,0,1,1,3,0,5,2011,2008,FALSE,0.2,0.2,0.6,0
"9_1_3_359",6,2009,8,0,8,0,0,0,8,2005,2005,FALSE,1,0,0,0
"9_1_3_359",7,2014,7,1,6,1,1,0,8,2009,2005,FALSE,0.75,0.125,0.125,0
"9_1_3_359",8,2021,0,0,0,0,0,0,7,2014,2005,FALSE,0,0,0,0
"9_1_3_365",6,2008,4,1,3,0,2,0,5,2003,2003,FALSE,0.6,0,0.4,0
"9_1_3_365",7,2013,5,1,4,0,0,0,4,2008,2003,FALSE,1,0,0,0
"9_1_3_365",8,2019,5,0,5,0,0,0,5,2013,2003,FALSE,1,0,0,0
"9_1_3_389",6,2009,2,0,2,0,0,0,2,2004,2004,FALSE,1,0,0,0
"9_1_3_389",7,2014,1,0,1,0,1,0,2,2009,2004,FALSE,0.5,0,0.5,0
"9_1_3_389",8,2021,1,0,1,0,0,0,1,2014,2004,FALSE,1,0,0,0
"9_1_3_417",6,2012,4,1,3,0,0,0,3,2007,2007,FALSE,1,0,0,0
"9_1_3_417",7,2019,3,0,3,0,1,0,4,2012,2007,FALSE,0.75,0,0.25,0
"9_1_3_425",6,2012,14,1,13,0,5,0,18,2008,2008,FALSE,0.722222222222222,0,0.277777777777778,0
"9_1_3_425",7,2019,4,0,4,1,5,0,14,2012,2008,FALSE,0.285714285714286,0.0714285714285714,0.357142857142857,0
"9_1_3_443",6,2010,14,5,9,0,1,0,10,2005,2005,FALSE,0.9,0,0.1,0
"9_1_3_443",7,2015,11,1,10,0,4,0,14,2010,2005,FALSE,0.714285714285714,0,0.285714285714286,0
"9_1_3_519",6,2011,8,4,4,0,0,0,4,2006,2006,FALSE,1,0,0,0
"9_1_3_519",7,2017,0,0,0,0,0,0,8,2011,2006,FALSE,0,0,0,0
"9_1_3_557",6,2008,1,0,1,0,0,0,1,2003,2003,FALSE,1,0,0,0
"9_1_3_557",7,2013,1,0,1,0,0,0,1,2008,2003,FALSE,1,0,0,0
"9_1_3_557",8,2020,2,1,1,0,0,0,1,2013,2003,FALSE,1,0,0,0
"9_1_3_563",6,2008,11,0,11,0,3,0,14,2003,2003,FALSE,0.785714285714286,0,0.214285714285714,0
"9_1_3_563",7,2013,11,2,9,0,1,1,11,2008,2003,FALSE,0.818181818181818,0,0.0909090909090909,0.0909090909090909
"9_1_3_563",8,2019,12,2,10,0,1,0,11,2013,2003,FALSE,0.909090909090909,0,0.0909090909090909,0
"9_1_3_565",6,2009,5,0,5,1,1,0,7,2004,2004,FALSE,0.714285714285714,0.142857142857143,0.142857142857143,0
"9_1_3_565",7,2014,7,2,5,0,0,0,5,2009,2004,FALSE,1,0,0,0
"9_1_3_565",8,2021,6,1,5,1,1,0,7,2014,2004,FALSE,0.714285714285714,0.142857142857143,0.142857142857143,0
"9_1_3_578",6,2008,0,0,0,0,0,0,2,2003,2003,FALSE,0,0,0,0
"9_1_3_578",7,2013,1,1,0,0,0,0,0,2008,2003,FALSE,NA,NA,NA,NA
"9_1_3_578",8,2019,0,0,0,0,1,0,1,2013,2003,FALSE,0,0,1,0
"9_1_3_76",6,2010,1,0,1,0,0,0,1,2006,2006,FALSE,1,0,0,0
"9_1_3_76",7,2016,2,2,0,1,0,0,1,2010,2006,FALSE,0,1,0,0
"9_1_3_97",6,2008,0,0,0,0,3,0,3,2004,2004,FALSE,0,0,1,0
"9_1_5_10",6,2010,6,2,4,0,0,0,4,2006,2006,FALSE,1,0,0,0
"9_1_5_10",7,2016,6,0,6,0,0,0,6,2010,2006,FALSE,1,0,0,0
"9_1_5_101",6,2012,1,1,0,0,3,0,3,2008,2008,FALSE,0,0,1,0
"9_1_5_101",7,2018,7,6,1,0,0,0,1,2012,2008,FALSE,1,0,0,0
"9_1_5_104",6,2008,7,1,6,0,1,0,7,2004,2004,FALSE,0.857142857142857,0,0.142857142857143,0
"9_1_5_104",7,2013,6,1,5,1,1,0,7,2008,2004,FALSE,0.714285714285714,0.142857142857143,0.142857142857143,0
"9_1_5_104",8,2020,7,2,5,0,1,0,6,2013,2004,FALSE,0.833333333333333,0,0.166666666666667,0
"9_1_5_116",6,2012,1,0,1,0,0,0,1,2008,2008,FALSE,1,0,0,0
"9_1_5_116",7,2018,1,0,1,0,0,0,1,2012,2008,FALSE,1,0,0,0
"9_1_5_117",6,2010,0,0,0,0,1,0,1,2006,2006,FALSE,0,0,1,0
"9_1_5_123",6,2010,2,0,2,0,0,0,2,2005,2005,FALSE,1,0,0,0
"9_1_5_123",7,2015,2,0,2,0,0,0,2,2010,2005,FALSE,1,0,0,0
"9_1_5_133",7,2016,4,0,4,0,0,0,4,2010,2010,FALSE,1,0,0,0
"9_1_5_141",6,2010,3,0,3,0,0,0,3,2006,2006,FALSE,1,0,0,0
"9_1_5_141",7,2016,4,1,3,0,0,0,3,2010,2006,FALSE,1,0,0,0
"9_1_5_142",6,2010,4,0,4,0,0,0,4,2006,2006,FALSE,1,0,0,0
"9_1_5_142",7,2016,4,0,4,0,0,0,4,2010,2006,FALSE,1,0,0,0
"9_1_5_150",6,2008,1,0,1,0,0,0,1,2004,2004,FALSE,1,0,0,0
"9_1_5_150",7,2013,0,0,0,0,1,0,1,2008,2004,FALSE,0,0,1,0
"9_1_5_167",6,2011,2,0,2,2,0,0,4,2006,2006,FALSE,0.5,0.5,0,0
"9_1_5_167",7,2017,3,1,2,0,0,0,2,2011,2006,FALSE,1,0,0,0
"9_1_5_187",7,2019,1,0,1,0,0,0,1,2012,2012,FALSE,1,0,0,0
"9_1_5_19",6,2010,8,0,8,1,0,0,9,2006,2006,FALSE,0.888888888888889,0.111111111111111,0,0
"9_1_5_19",7,2015,8,0,8,0,0,0,8,2010,2006,FALSE,1,0,0,0
"9_1_5_20",6,2008,8,1,7,0,0,0,7,2003,2003,FALSE,1,0,0,0
"9_1_5_20",7,2013,8,0,8,0,0,0,8,2008,2003,FALSE,1,0,0,0
"9_1_5_20",8,2020,7,0,7,1,0,0,8,2013,2003,FALSE,0.875,0.125,0,0
"9_1_5_228",6,2011,2,0,2,0,0,0,2,2008,2008,FALSE,1,0,0,0
"9_1_5_228",7,2018,1,0,1,0,1,0,2,2011,2008,FALSE,0.5,0,0.5,0
"9_1_5_237",6,2011,2,0,2,0,0,0,2,2007,2007,FALSE,1,0,0,0
"9_1_5_237",7,2016,1,0,1,0,1,0,2,2011,2007,FALSE,0.5,0,0.5,0
"9_1_5_252",7,2016,1,0,1,0,0,0,1,2010,2010,FALSE,1,0,0,0
"9_1_5_254",6,2008,5,0,5,0,1,0,6,2003,2003,FALSE,0.833333333333333,0,0.166666666666667,0
"9_1_5_254",7,2013,3,0,3,0,2,0,5,2008,2003,FALSE,0.6,0,0.4,0
"9_1_5_254",8,2019,2,0,2,0,1,0,3,2013,2003,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_5_276",6,2010,8,0,8,1,0,0,9,2004,2004,FALSE,0.888888888888889,0.111111111111111,0,0
"9_1_5_276",7,2014,8,1,7,1,0,0,8,2010,2004,FALSE,0.875,0.125,0,0
"9_1_5_276",8,2021,4,0,4,0,4,0,8,2014,2004,FALSE,0.5,0,0.5,0
"9_1_5_287",6,2008,1,0,1,0,1,0,2,2003,2003,FALSE,0.5,0,0.5,0
"9_1_5_287",7,2013,1,0,1,0,0,0,1,2008,2003,FALSE,1,0,0,0
"9_1_5_287",8,2020,0,0,0,0,1,0,1,2013,2003,FALSE,0,0,1,0
"9_1_5_300",6,2010,3,0,3,0,0,0,3,2006,2006,FALSE,1,0,0,0
