"TREE_FIRST_CN","NYEARS","FIRSTYR","LASTYR","SPCD","PLOT","SUBPLOT","STATECD","COUNTYCD","PLOTS","STATES","COUNTIES","UNITS","SPCDS","TREE_UNIQUE_IDS","nlocs"
205070459010854,3,2003,2015,820,28,3,12,67,2,1,2,1,1,2,8
200400552010854,4,2002,2018,901,20,1,37,39,2,1,2,1,1,2,8
200400556010854,4,2002,2018,372,20,2,37,39,2,1,2,1,1,2,8
238808381010854,5,2000,2020,316,35,1,13,259,2,1,2,1,1,2,8
205112880010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
230722106010854,2,2009,2016,491,93,1,1,25,2,1,2,1,1,2,8
209339748010854,3,2008,2022,621,48,2,1,9,2,1,2,1,1,2,8
42213179010497,2,2002,2012,17,84075,1,41,1,1,1,2,1,1,2,7
200446499010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
200446496010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
238250159010854,3,2009,2019,131,33,3,13,45,2,1,2,1,1,2,8
216700417010854,4,2000,2019,221,24,3,5,39,2,1,2,1,2,2,8
200543194010854,3,2004,2016,97,23,1,37,27,2,1,2,1,1,2,8
200386869010854,4,2002,2016,611,32,1,37,15,2,1,2,1,1,2,8
205112868010854,3,2004,2016,316,45,3,12,31,2,1,2,1,1,2,8
259568113489998,3,2013,2022,802,38,1,37,69,2,1,2,1,1,2,8
252261454010854,2,2010,2016,131,32,4,37,15,2,1,2,1,1,2,8
200393065010854,3,2002,2011,316,85,2,37,101,2,1,2,1,1,2,8
205070461010854,3,2003,2015,972,28,3,12,67,2,1,2,1,1,2,8
253698392010854,2,2010,2015,820,28,2,12,67,2,1,2,1,1,2,8
200400572010854,4,2002,2018,372,20,4,37,39,2,1,2,1,1,2,8
205070451010854,3,2003,2015,544,28,2,12,67,2,1,2,1,1,2,8
200543201010854,3,2004,2016,371,23,1,37,27,2,1,2,1,2,2,8
200400541010854,4,2002,2018,372,20,1,37,39,2,1,2,1,1,2,8
200543200010854,3,2004,2016,16,23,1,37,27,2,1,2,1,1,2,8
205070444010854,3,2003,2015,222,28,2,12,67,2,1,2,1,1,2,8
209339740010854,3,2008,2022,611,48,2,1,9,2,1,2,1,1,2,8
42213188010497,2,2002,2012,122,84075,4,41,1,1,1,2,1,1,2,7
238661036010854,2,2004,2009,111,45,3,13,87,2,1,1,1,2,2,7
238661027010854,3,2004,2014,111,45,1,13,87,2,1,1,1,1,2,7
250352904010854,2,2009,2014,621,6,1,21,89,2,1,2,1,1,2,8
200386891010854,4,2002,2016,611,32,2,37,15,2,1,2,1,1,2,8
252349739010854,3,2010,2020,827,35,3,13,259,2,1,2,1,1,2,8
202479975010854,3,2003,2013,832,23,1,21,13,2,1,2,1,1,2,8
259568153489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
200357139010854,4,2002,2019,372,8,3,37,43,2,1,2,1,1,2,8
238504540010854,3,2007,2017,653,37,3,13,37,2,1,2,1,1,2,8
209339736010854,3,2008,2022,611,48,2,1,9,2,1,2,1,1,2,8
259568125489998,3,2013,2022,833,38,2,37,69,2,1,2,1,1,2,8
202424932010854,3,2001,2014,318,18,3,21,121,2,1,2,1,1,2,8
205112879010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
250352930010854,2,2009,2014,621,6,4,21,89,2,1,2,1,1,2,8
259568122489998,3,2013,2022,316,38,2,37,69,2,1,2,1,1,2,8
200393094010854,3,2002,2011,316,85,4,37,101,2,1,2,1,1,2,8
253698351010854,2,2010,2015,544,28,1,12,67,2,1,2,1,1,2,8
200446548010854,4,2002,2016,16,23,4,37,27,2,1,2,1,1,2,8
200446504010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
202399701010854,3,2000,2014,806,43,3,21,51,2,1,2,2,1,2,9
200400546010854,4,2002,2018,833,20,1,37,39,2,1,2,1,2,2,8
238808406010854,5,2000,2020,621,35,4,13,259,2,1,2,1,1,2,8
238250161010854,3,2009,2019,835,33,3,13,45,2,1,2,1,1,2,8
205112833010854,3,2004,2016,221,45,1,12,31,2,1,2,1,1,2,8
200446530010854,4,2002,2016,16,23,3,37,27,2,1,2,1,1,2,8
200446511010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
200400540010854,4,2002,2018,832,20,1,37,39,2,1,2,1,1,2,8
238634543010854,4,2005,2020,653,35,4,13,259,2,1,2,1,1,2,8
202424927010854,3,2001,2014,405,18,3,21,121,2,1,2,1,1,2,8
200357138010854,4,2002,2019,580,8,3,37,43,2,1,2,1,2,2,8
200446529010854,4,2002,2016,97,23,3,37,27,2,1,2,1,1,2,8
238504515010854,3,2007,2017,544,37,2,13,37,2,1,2,1,2,2,8
200393063010854,4,2002,2020,820,85,2,37,101,2,1,2,1,2,2,8
259568154489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
235093788010854,3,2009,2019,693,30,2,45,17,2,1,2,1,2,2,8
200446514010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
253698348010854,2,2010,2015,316,28,1,12,67,2,1,2,1,1,2,8
259568159489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
238504535010854,3,2007,2017,820,37,3,13,37,2,1,2,1,1,2,8
250352925010854,2,2009,2014,901,6,4,21,89,2,1,2,1,1,2,8
238661047010854,2,2004,2009,111,45,4,13,87,2,1,1,1,2,2,7
200446564010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
238661024010854,4,2004,2019,111,45,1,13,87,2,1,1,1,1,2,7
200386890010854,4,2002,2016,611,32,2,37,15,2,1,2,1,1,2,8
200400564010854,4,2002,2018,372,20,3,37,39,2,1,2,1,1,2,8
259568112489998,3,2013,2022,802,38,1,37,69,2,1,2,1,1,2,8
216700419010854,4,2000,2019,691,24,3,5,39,2,1,2,1,2,2,8
205070416010854,3,2003,2015,694,28,1,12,67,2,1,2,1,1,2,8
42206482010497,2,2002,2012,17,60223,1,41,49,1,1,2,2,1,2,8
200400567010854,4,2002,2018,316,20,3,37,39,2,1,2,1,1,2,8
230722149010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
200543192010854,3,2004,2016,97,23,1,37,27,2,1,2,1,1,2,8
209339749010854,3,2008,2022,621,48,2,1,9,2,1,2,1,1,2,8
230722121010854,2,2009,2016,693,93,2,1,25,2,1,2,1,2,2,8
238250115010854,3,2009,2019,131,33,2,13,45,2,1,2,1,1,2,8
205070427010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
230722117010854,2,2009,2016,611,93,2,1,25,2,1,2,1,1,2,8
238504546010854,3,2007,2017,691,37,4,13,37,2,1,2,1,1,2,8
238661050010854,2,2004,2009,111,45,4,13,87,2,1,1,1,2,2,7
202399695010854,3,2000,2014,832,43,3,21,51,2,1,2,2,1,2,9
200543282010854,3,2004,2016,16,23,4,37,27,2,1,2,1,1,2,8
202399686010854,3,2000,2014,372,43,2,21,51,2,1,2,2,1,2,9
200446498010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
230722119010854,2,2009,2016,131,93,2,1,25,2,1,2,1,1,2,8
238250127010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
202399678010854,3,2000,2014,837,43,1,21,51,2,1,2,2,1,2,9
259568110489998,3,2013,2022,802,38,1,37,69,2,1,2,1,1,2,8
250167231010854,3,2009,2019,391,102,2,51,83,2,1,2,1,1,2,8
205070457010854,3,2003,2015,544,28,3,12,67,2,1,2,1,1,2,8
202399707010854,3,2000,2014,531,43,4,21,51,2,1,2,2,1,2,9
205112850010854,3,2004,2016,544,45,2,12,31,2,1,2,1,1,2,8
200393076010854,3,2002,2011,694,85,3,37,101,2,1,2,1,1,2,8
205422122010854,5,2000,2022,621,48,4,1,9,2,1,2,1,1,2,8
205070477010854,3,2003,2015,544,28,4,12,67,2,1,2,1,1,2,8
205422123010854,5,2000,2022,391,48,4,1,9,2,1,2,1,1,2,8
259568146489998,3,2013,2022,833,38,3,37,69,2,1,2,1,1,2,8
220216478010854,4,2002,2019,621,102,3,51,83,2,1,2,1,1,2,8
238808380010854,5,2000,2020,694,35,1,13,259,2,1,2,1,1,2,8
202424926010854,3,2001,2014,531,18,2,21,121,2,1,2,1,1,2,8
202399713010854,3,2000,2014,531,43,4,21,51,2,1,2,2,1,2,9
205394188010854,4,2000,2016,131,93,3,1,25,2,1,2,1,1,2,8
202479976010854,3,2003,2013,832,23,1,21,13,2,1,2,1,1,2,8
238634542010854,4,2005,2020,611,35,4,13,259,2,1,2,1,1,2,8
200446565010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
204687031010854,3,2001,2016,131,93,3,1,25,2,1,2,1,1,2,8
200446552010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
200357137010854,4,2002,2019,580,8,3,37,43,2,1,2,1,2,2,8
205070442010854,3,2003,2015,222,28,2,12,67,2,1,2,1,1,2,8
200357146010854,4,2002,2019,802,8,4,37,43,2,1,2,1,1,2,8
205070430010854,3,2003,2015,222,28,1,12,67,2,1,2,1,1,2,8
202399699010854,3,2000,2014,621,43,3,21,51,2,1,2,2,1,2,9
205394189010854,4,2000,2016,131,93,3,1,25,2,1,2,1,1,2,8
250352927010854,2,2009,2014,901,6,4,21,89,2,1,2,1,1,2,8
238504530010854,3,2007,2017,316,37,2,13,37,2,1,2,1,1,2,8
205070422010854,3,2003,2015,222,28,1,12,67,2,1,2,1,1,2,8
205070455010854,3,2003,2015,544,28,2,12,67,2,1,2,1,1,2,8
205112828010854,3,2004,2016,544,45,1,12,31,2,1,2,1,1,2,8
205070463010854,3,2003,2015,694,28,3,12,67,2,1,2,1,1,2,8
205112840010854,3,2004,2016,316,45,1,12,31,2,1,2,1,1,2,8
238250121010854,3,2009,2019,131,33,2,13,45,2,1,2,1,1,2,8
205070433010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
230722124010854,2,2009,2016,611,93,2,1,25,2,1,2,1,1,2,8
238808402010854,5,2000,2020,694,35,4,13,259,2,1,2,1,1,2,8
205070420010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
259568162489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
200357144010854,4,2002,2019,837,8,4,37,43,2,1,2,1,1,2,8
238661046010854,4,2004,2019,111,45,4,13,87,2,1,1,1,2,2,7
210936040010854,5,2000,2019,409,30,3,45,17,2,1,2,1,1,2,8
200446537010854,4,2002,2016,16,23,3,37,27,2,1,2,1,1,2,8
238250182010854,3,2009,2019,812,33,4,13,45,2,1,2,1,1,2,8
238504534010854,3,2007,2017,691,37,3,13,37,2,1,2,1,1,2,8
200400550010854,4,2002,2018,316,20,1,37,39,2,1,2,1,1,2,8
250352926010854,2,2009,2014,621,6,4,21,89,2,1,2,1,1,2,8
238808405010854,5,2000,2020,694,35,4,13,259,2,1,2,1,1,2,8
205112882010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
205112843010854,3,2004,2016,694,45,2,12,31,2,1,2,1,1,2,8
238661025010854,2,2004,2009,111,45,1,13,87,2,1,1,1,1,2,7
205112885010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
200393097010854,3,2002,2011,694,85,4,37,101,2,1,2,1,1,2,8
220216489010854,4,2002,2019,132,102,4,51,83,2,1,2,1,1,2,8
200543195010854,3,2004,2016,16,23,1,37,27,2,1,2,1,1,2,8
200481232010854,4,2003,2022,806,38,2,37,69,2,1,2,1,2,2,8
205070452010854,3,2003,2015,912,28,2,12,67,2,1,2,1,2,2,8
205112844010854,3,2004,2016,544,45,2,12,31,2,1,2,1,1,2,8
202399689010854,3,2000,2014,832,43,2,21,51,2,1,2,2,1,2,9
205112881010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
200481241010854,4,2003,2022,611,38,3,37,69,2,1,2,1,1,2,8
204687033010854,3,2001,2016,131,93,4,1,25,2,1,2,1,1,2,8
200446474010854,4,2002,2016,371,23,1,37,27,2,1,2,1,2,2,8
259568163489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
200386880010854,4,2002,2016,611,32,1,37,15,2,1,2,1,1,2,8
259568123489998,3,2013,2022,316,38,2,37,69,2,1,2,1,1,2,8
200400573010854,4,2002,2018,372,20,4,37,39,2,1,2,1,1,2,8
200446491010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
230722112010854,2,2009,2016,611,93,1,1,25,2,1,2,1,2,2,8
250167251010854,2,2009,2014,132,102,4,51,83,2,1,2,1,1,2,8
250352920010854,2,2009,2014,544,6,3,21,89,2,1,2,1,1,2,8
200446503010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
202479984010854,3,2003,2013,403,23,2,21,13,2,1,2,1,1,2,8
200400548010854,4,2002,2018,316,20,1,37,39,2,1,2,1,1,2,8
238661042010854,4,2004,2019,111,45,3,13,87,2,1,1,1,2,2,7
238250153010854,2,2009,2014,316,33,2,13,45,2,1,2,1,1,2,8
200481230010854,4,2003,2022,762,38,2,37,69,2,1,2,1,1,2,8
238250187010854,3,2009,2019,711,33,4,13,45,2,1,2,1,1,2,8
238250167010854,3,2009,2019,835,33,3,13,45,2,1,2,1,1,2,8
202424916010854,3,2001,2014,693,18,1,21,121,2,1,2,1,1,2,8
42206501010497,2,2002,2012,17,60223,4,41,49,1,1,2,2,1,2,8
200543198010854,3,2004,2016,16,23,1,37,27,2,1,2,1,1,2,8
200446567010854,4,2002,2016,371,23,4,37,27,2,1,2,1,1,2,8
205070471010854,3,2003,2015,544,28,4,12,67,2,1,2,1,1,2,8
238661053010854,4,2004,2019,111,45,4,13,87,2,1,1,1,2,2,7
202399712010854,3,2000,2014,316,43,4,21,51,2,1,2,2,1,2,9
209339731010854,3,2008,2022,621,48,1,1,9,2,1,2,1,1,2,8
200446475010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
252247475010854,2,2010,2019,316,8,1,37,43,2,1,2,1,1,2,8
200357140010854,4,2002,2019,316,8,3,37,43,2,1,2,1,1,2,8
238661043010854,4,2004,2019,111,45,3,13,87,2,1,1,1,2,2,7
200446470010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
238661038010854,3,2004,2014,111,45,3,13,87,2,1,1,1,2,2,7
238504541010854,3,2007,2017,694,37,3,13,37,2,1,2,1,1,2,8
563049644126144,2,2018,2022,131,38,4,37,69,2,1,2,1,1,2,8
200357143010854,4,2002,2019,711,8,4,37,43,2,1,2,1,1,2,8
238250180010854,3,2009,2019,812,33,4,13,45,2,1,2,1,1,2,8
200386882010854,4,2002,2016,611,32,1,37,15,2,1,2,1,1,2,8
230722152010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
200393057010854,3,2002,2011,820,85,1,37,101,2,1,2,1,1,2,8
230722111010854,2,2009,2016,611,93,1,1,25,2,1,2,1,1,2,8
200400535010854,4,2002,2018,833,20,1,37,39,2,1,2,1,2,2,8
200543228010854,3,2004,2016,97,23,2,37,27,2,1,2,1,1,2,8
250352913010854,2,2009,2014,826,6,2,21,89,2,1,2,1,2,2,8
200400543010854,4,2002,2018,316,20,1,37,39,2,1,2,1,1,2,8
259568151489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
238504525010854,3,2007,2017,694,37,2,13,37,2,1,2,1,1,2,8
202399698010854,3,2000,2014,316,43,3,21,51,2,1,2,2,1,2,9
230722123010854,2,2009,2016,611,93,2,1,25,2,1,2,1,1,2,8
238250169010854,3,2009,2019,621,33,3,13,45,2,1,2,1,1,2,8
202479978010854,3,2003,2013,693,23,1,21,13,2,1,2,1,1,2,8
205070438010854,3,2003,2015,694,28,2,12,67,2,1,2,1,1,2,8
202424938010854,3,2001,2014,931,18,4,21,121,2,1,2,1,1,2,8
200481231010854,4,2003,2022,762,38,2,37,69,2,1,2,1,1,2,8
200357142010854,4,2002,2019,711,8,4,37,43,2,1,2,1,1,2,8
200481228010854,4,2003,2022,762,38,2,37,69,2,1,2,1,1,2,8
200446525010854,4,2002,2016,16,23,2,37,27,2,1,2,1,1,2,8
205112884010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
259568137489998,3,2013,2022,611,38,3,37,69,2,1,2,1,1,2,8
235093786010854,3,2009,2019,693,30,2,45,17,2,1,2,1,2,2,8
238661044010854,2,2004,2009,111,45,3,13,87,2,1,1,1,2,2,7
210936038010854,5,2000,2019,409,30,3,45,17,2,1,2,1,1,2,8
200543197010854,3,2004,2016,16,23,1,37,27,2,1,2,1,1,2,8
238250186010854,3,2009,2019,711,33,4,13,45,2,1,2,1,1,2,8
200400561010854,4,2002,2018,833,20,3,37,39,2,1,2,1,1,2,8
259568161489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
230722107010854,2,2009,2016,491,93,1,1,25,2,1,2,1,1,2,8
205112866010854,3,2004,2016,694,45,3,12,31,2,1,2,1,1,2,8
200446480010854,4,2002,2016,16,23,1,37,27,2,1,2,1,1,2,8
235093784010854,3,2009,2019,693,30,2,45,17,2,1,2,1,2,2,8
200400539010854,4,2002,2018,833,20,1,37,39,2,1,2,1,2,2,8
200446477010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
205112863010854,3,2004,2016,544,45,3,12,31,2,1,2,1,1,2,8
238808401010854,5,2000,2020,694,35,4,13,259,2,1,2,1,1,2,8
205112834010854,3,2004,2016,221,45,1,12,31,2,1,2,1,1,2,8
216700414010854,4,2000,2019,401,24,1,5,39,2,1,2,1,3,2,8
238250145010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
246537603010854,2,2008,2013,931,23,4,21,13,2,1,2,1,1,2,8
200393077010854,3,2002,2011,694,85,3,37,101,2,1,2,1,1,2,8
252261457010854,2,2010,2016,131,32,4,37,15,2,1,2,1,1,2,8
200386895010854,4,2002,2016,611,32,4,37,15,2,1,2,1,1,2,8
238504514010854,3,2007,2017,694,37,1,13,37,2,1,2,1,1,2,8
200386894010854,4,2002,2016,611,32,2,37,15,2,1,2,1,1,2,8
200446550010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
202399702010854,3,2000,2014,316,43,3,21,51,2,1,2,2,1,2,9
205070449010854,3,2003,2015,316,28,2,12,67,2,1,2,1,1,2,8
250228212010854,2,2009,2016,16,23,2,37,27,2,1,2,1,1,2,8
202479982010854,3,2003,2013,403,23,2,21,13,2,1,2,1,1,2,8
200393081010854,3,2002,2011,694,85,3,37,101,2,1,2,1,1,2,8
200400553010854,4,2002,2018,832,20,1,37,39,2,1,2,1,1,2,8
205112831010854,3,2004,2016,544,45,1,12,31,2,1,2,1,1,2,8
200481242010854,4,2003,2022,812,38,4,37,69,2,1,2,1,1,2,8
205112855010854,3,2004,2016,694,45,2,12,31,2,1,2,1,1,2,8
42206483010497,2,2002,2012,73,60223,1,41,49,1,1,2,2,1,2,8
205112849010854,3,2004,2016,694,45,2,12,31,2,1,2,1,1,2,8
228226571010854,3,2009,2019,972,24,4,5,39,2,1,2,1,1,2,8
238250109010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
202474941010854,3,2003,2014,341,6,1,21,89,2,1,2,1,1,2,8
42206499010497,2,2002,2012,17,60223,4,41,49,1,1,2,2,1,2,8
205070441010854,3,2003,2015,820,28,2,12,67,2,1,2,1,1,2,8
209339742010854,3,2008,2022,621,48,2,1,9,2,1,2,1,1,2,8
42213181010497,2,2002,2012,73,84075,2,41,1,1,1,2,1,1,2,7
200386879010854,4,2002,2016,316,32,1,37,15,2,1,2,1,1,2,8
250352931010854,2,2009,2014,621,6,4,21,89,2,1,2,1,1,2,8
200393083010854,3,2002,2011,694,85,4,37,101,2,1,2,1,1,2,8
252261459010854,2,2010,2016,131,32,4,37,15,2,1,2,1,1,2,8
259568143489998,3,2013,2022,621,38,3,37,69,2,1,2,1,1,2,8
42206480010497,2,2002,2012,17,60223,1,41,49,1,1,2,2,1,2,8
200400575010854,4,2002,2018,372,20,4,37,39,2,1,2,1,1,2,8
200446518010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
205070446010854,3,2003,2015,222,28,2,12,67,2,1,2,1,1,2,8
205394187010854,4,2000,2016,611,93,3,1,25,2,1,2,1,1,2,8
202424931010854,3,2001,2014,711,18,3,21,121,2,1,2,1,1,2,8
205112853010854,3,2004,2016,544,45,2,12,31,2,1,2,1,1,2,8
205112875010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
238808384010854,5,2000,2020,694,35,2,13,259,2,1,2,1,1,2,8
238250173010854,3,2009,2019,621,33,3,13,45,2,1,2,1,1,2,8
220216446010854,4,2002,2019,711,102,1,51,83,2,1,2,1,1,2,8
200575051010854,3,2005,2018,315,20,4,37,39,2,1,2,1,1,2,8
202424933010854,3,2001,2014,837,18,3,21,121,2,1,2,1,1,2,8
202399696010854,3,2000,2014,806,43,3,21,51,2,1,2,2,1,2,9
238250183010854,3,2009,2019,812,33,4,13,45,2,1,2,1,1,2,8
209339747010854,3,2008,2022,621,48,2,1,9,2,1,2,1,1,2,8
238250133010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
200481225010854,4,2003,2022,316,38,1,37,69,2,1,2,1,1,2,8
259568136489998,3,2013,2022,611,38,3,37,69,2,1,2,1,1,2,8
205112848010854,3,2004,2016,544,45,2,12,31,2,1,2,1,1,2,8
200446495010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
200357129010854,4,2002,2019,316,8,2,37,43,2,1,2,1,1,2,8
200543276010854,3,2004,2016,97,23,4,37,27,2,1,2,1,1,2,8
205070465010854,3,2003,2015,820,28,3,12,67,2,1,2,1,1,2,8
205112864010854,3,2004,2016,694,45,3,12,31,2,1,2,1,1,2,8
200400537010854,4,2002,2018,655,20,1,37,39,2,1,2,1,1,2,8
252261458010854,2,2010,2016,131,32,4,37,15,2,1,2,1,1,2,8
230722142010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
200400555010854,4,2002,2018,372,20,2,37,39,2,1,2,1,1,2,8
200543274010854,3,2004,2016,97,23,4,37,27,2,1,2,1,1,2,8
200543281010854,3,2004,2016,16,23,4,37,27,2,1,2,1,1,2,8
205112877010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
235093787010854,3,2009,2019,693,30,2,45,17,2,1,2,1,2,2,8
200481239010854,4,2003,2022,611,38,3,37,69,2,1,2,1,1,2,8
202399690010854,3,2000,2014,711,43,2,21,51,2,1,2,2,1,2,9
205070432010854,3,2003,2015,972,28,1,12,67,2,1,2,1,1,2,8
