"TREE_FIRST_CN","NYEARS","FIRSTYR","LASTYR","SPCD","PLOT","SUBPLOT","STATECD","COUNTYCD","PLOTS","STATES","COUNTIES","UNITS","SPCDS","TREE_UNIQUE_IDS","nlocs"
202479983010854,3,2003,2013,832,23,2,21,13,2,1,2,1,1,2,8
210936034010854,5,2000,2019,835,30,3,45,17,2,1,2,1,1,2,8
202424918010854,3,2001,2014,316,18,1,21,121,2,1,2,1,1,2,8
205070466010854,3,2003,2015,611,28,3,12,67,2,1,2,1,1,2,8
205070460010854,3,2003,2015,544,28,3,12,67,2,1,2,1,1,2,8
200543275010854,3,2004,2016,16,23,4,37,27,2,1,2,1,2,2,8
210936024010854,5,2000,2019,812,30,3,45,17,2,1,2,1,2,2,8
205070434010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
563049621126144,2,2018,2022,611,38,3,37,69,2,1,2,1,1,2,8
216700409010854,3,2000,2014,221,24,1,5,39,2,1,2,1,1,2,8
563049586126144,2,2018,2022,835,38,1,37,69,2,1,2,1,1,2,8
250167230010854,3,2009,2019,316,102,2,51,83,2,1,2,1,1,2,8
42206486010497,2,2002,2012,93,60223,2,41,49,1,1,2,2,1,2,8
200446497010854,4,2002,2016,371,23,1,37,27,2,1,2,1,1,2,8
205394186010854,4,2000,2016,131,93,3,1,25,2,1,2,1,1,2,8
250167239010854,2,2009,2014,316,102,3,51,83,2,1,2,1,1,2,8
200400547010854,4,2002,2018,316,20,1,37,39,2,1,2,1,1,2,8
252261455010854,2,2010,2016,131,32,4,37,15,2,1,2,1,1,2,8
247290013010854,3,2009,2019,121,2,4,12,1,2,1,2,1,1,2,8
202424929010854,3,2001,2014,316,18,3,21,121,2,1,2,1,1,2,8
259568133489998,3,2013,2022,802,38,3,37,69,2,1,2,1,1,2,8
259568134489998,3,2013,2022,802,38,3,37,69,2,1,2,1,1,2,8
238250111010854,3,2009,2019,131,33,2,13,45,2,1,2,1,1,2,8
205070472010854,3,2003,2015,694,28,4,12,67,2,1,2,1,1,2,8
200446569010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
205112858010854,3,2004,2016,694,45,2,12,31,2,1,2,1,1,2,8
200529113010854,3,2004,2016,68,32,1,37,15,2,1,2,1,1,2,8
238661030010854,4,2004,2019,111,45,1,13,87,2,1,1,1,1,2,7
200618463010854,2,2006,2011,545,85,3,37,101,2,1,2,1,1,2,8
42206500010497,2,2002,2012,17,60223,4,41,49,1,1,2,2,1,2,8
200400560010854,4,2002,2018,372,20,2,37,39,2,1,2,1,1,2,8
238808407010854,5,2000,2020,694,35,4,13,259,2,1,2,1,1,2,8
205112871010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
202424917010854,3,2001,2014,832,18,1,21,121,2,1,2,1,1,2,8
205112861010854,3,2004,2016,544,45,3,12,31,2,1,2,1,1,2,8
259568147489998,3,2013,2022,316,38,3,37,69,2,1,2,1,1,2,8
246537597010854,2,2008,2013,832,23,2,21,13,2,1,2,1,1,2,8
202474935010854,3,2003,2014,621,6,1,21,89,2,1,2,1,1,2,8
252349738010854,3,2010,2020,802,35,3,13,259,2,1,2,1,1,2,8
238504507010854,3,2007,2017,820,37,1,13,37,2,1,2,1,1,2,8
200446485010854,4,2002,2016,16,23,1,37,27,2,1,2,1,1,2,8
238808386010854,4,2000,2015,694,35,2,13,259,2,1,2,1,1,2,8
230722105010854,2,2009,2016,491,93,1,1,25,2,1,2,1,1,2,8
202399694010854,3,2000,2014,316,43,2,21,51,2,1,2,2,1,2,9
200400538010854,4,2002,2018,832,20,1,37,39,2,1,2,1,1,2,8
205112856010854,3,2004,2016,694,45,2,12,31,2,1,2,1,1,2,8
200386872010854,4,2002,2016,611,32,1,37,15,2,1,2,1,1,2,8
238504523010854,3,2007,2017,544,37,2,13,37,2,1,2,1,2,2,8
200446471010854,4,2002,2016,16,23,1,37,27,2,1,2,1,1,2,8
235093785010854,3,2009,2019,693,30,2,45,17,2,1,2,1,2,2,8
205112859010854,3,2004,2016,544,45,2,12,31,2,1,2,1,1,2,8
216700410010854,3,2000,2014,221,24,1,5,39,2,1,2,1,1,2,8
200446522010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
238808404010854,5,2000,2020,694,35,4,13,259,2,1,2,1,1,2,8
200543284010854,3,2004,2016,97,23,4,37,27,2,1,2,1,1,2,8
202399677010854,3,2000,2014,806,43,1,21,51,2,1,2,2,1,2,9
250167228010854,3,2009,2019,409,102,2,51,83,2,1,2,1,1,2,8
202474939010854,3,2003,2014,621,6,1,21,89,2,1,2,1,1,2,8
238250151010854,2,2009,2014,611,33,2,13,45,2,1,2,1,1,2,8
250167253010854,2,2009,2014,132,102,4,51,83,2,1,2,1,1,2,8
205070419010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
250228186010854,2,2009,2016,16,23,1,37,27,2,1,2,1,1,2,8
563049600126144,2,2018,2022,316,38,2,37,69,2,1,2,1,1,2,8
252261456010854,2,2010,2016,131,32,4,37,15,2,1,2,1,1,2,8
220216481010854,4,2002,2019,621,102,3,51,83,2,1,2,1,1,2,8
238504556010854,3,2007,2017,544,37,4,13,37,2,1,2,1,2,2,8
200446561010854,4,2002,2016,371,23,4,37,27,2,1,2,1,1,2,8
200400563010854,4,2002,2018,901,20,3,37,39,2,1,2,1,1,2,8
252349736010854,3,2010,2020,611,35,3,13,259,2,1,2,1,1,2,8
202424915010854,3,2001,2014,832,18,1,21,121,2,1,2,1,1,2,8
202474951010854,3,2003,2014,975,6,3,21,89,2,1,2,1,1,2,8
205070437010854,3,2003,2015,694,28,2,12,67,2,1,2,1,1,2,8
200446523010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
230722144010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
238250123010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
238250184010854,3,2009,2019,409,33,4,13,45,2,1,2,1,1,2,8
238504527010854,3,2007,2017,544,37,2,13,37,2,1,2,1,2,2,8
250228185010854,2,2009,2016,97,23,1,37,27,2,1,2,1,1,2,8
42206489010497,2,2002,2012,17,60223,2,41,49,1,1,2,2,1,2,8
259568168489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
238661051010854,2,2004,2009,111,45,4,13,87,2,1,1,1,2,2,7
205070470010854,3,2003,2015,544,28,4,12,67,2,1,2,1,1,2,8
205112847010854,3,2004,2016,544,45,2,12,31,2,1,2,1,1,2,8
238661049010854,4,2004,2019,111,45,4,13,87,2,1,1,1,2,2,7
202424914010854,3,2001,2014,531,18,1,21,121,2,1,2,1,1,2,8
200446507010854,4,2002,2016,16,23,2,37,27,2,1,2,1,2,2,8
205422110010854,5,2000,2022,621,48,1,1,9,2,1,2,1,1,2,8
202399679010854,3,2000,2014,372,43,1,21,51,2,1,2,2,1,2,9
238504549010854,3,2007,2017,691,37,4,13,37,2,1,2,1,1,2,8
200543199010854,3,2004,2016,16,23,1,37,27,2,1,2,1,1,2,8
200393059010854,3,2002,2011,316,85,1,37,101,2,1,2,1,1,2,8
42213178010497,2,2002,2012,17,84075,1,41,1,1,1,2,1,1,2,7
205070417010854,3,2003,2015,694,28,1,12,67,2,1,2,1,1,2,8
200386892010854,4,2002,2016,611,32,2,37,15,2,1,2,1,1,2,8
200386876010854,4,2002,2016,131,32,1,37,15,2,1,2,1,1,2,8
202424924010854,3,2001,2014,318,18,2,21,121,2,1,2,1,1,2,8
259568139489998,3,2013,2022,316,38,3,37,69,2,1,2,1,1,2,8
200393091010854,3,2002,2011,694,85,4,37,101,2,1,2,1,1,2,8
42206497010497,2,2002,2012,17,60223,4,41,49,1,1,2,2,1,2,8
200446554010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
238504504010854,3,2007,2017,694,37,1,13,37,2,1,2,1,1,2,8
259568145489998,3,2013,2022,762,38,3,37,69,2,1,2,1,1,2,8
202399705010854,3,2000,2014,316,43,3,21,51,2,1,2,2,1,2,9
563049587126144,2,2018,2022,833,38,1,37,69,2,1,2,1,1,2,8
200446544010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
238250179010854,3,2009,2019,835,33,4,13,45,2,1,2,1,1,2,8
250352912010854,2,2009,2014,471,6,2,21,89,2,1,2,1,1,2,8
216700416010854,4,2000,2019,722,24,3,5,39,2,1,2,1,2,2,8
258625582010854,2,2011,2016,544,45,3,12,31,2,1,2,1,1,2,8
235093789010854,3,2009,2019,693,30,2,45,17,2,1,2,1,2,2,8
230722125010854,2,2009,2016,316,93,2,1,25,2,1,2,1,1,2,8
259568135489998,3,2013,2022,762,38,3,37,69,2,1,2,1,1,2,8
205070456010854,3,2003,2015,222,28,2,12,67,2,1,2,1,1,2,8
200400544010854,4,2002,2018,762,20,1,37,39,2,1,2,1,1,2,8
259568156489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
238250099010854,3,2009,2019,812,33,1,13,45,2,1,2,1,1,2,8
200446502010854,4,2002,2016,16,23,2,37,27,2,1,2,1,2,2,8
202474936010854,3,2003,2014,693,6,1,21,89,2,1,2,1,1,2,8
205070478010854,3,2003,2015,221,28,4,12,67,2,1,2,1,1,2,8
200400534010854,4,2002,2018,655,20,1,37,39,2,1,2,1,1,2,8
250352919010854,2,2009,2014,931,6,3,21,89,2,1,2,1,1,2,8
42206488010497,2,2002,2012,93,60223,2,41,49,1,1,2,2,1,2,8
205070429010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
200618462010854,2,2006,2011,316,85,3,37,101,2,1,2,1,1,2,8
200400554010854,4,2002,2018,833,20,1,37,39,2,1,2,1,2,2,8
250167229010854,3,2009,2019,409,102,2,51,83,2,1,2,1,1,2,8
200393088010854,4,2002,2020,694,85,4,37,101,2,1,2,1,1,2,8
238661045010854,4,2004,2019,111,45,4,13,87,2,1,1,1,2,2,7
563049643126144,2,2018,2022,131,38,4,37,69,2,1,2,1,1,2,8
216700412010854,4,2000,2019,221,24,1,5,39,2,1,2,1,1,2,8
238661048010854,2,2004,2009,111,45,4,13,87,2,1,1,1,2,2,7
235093799010854,3,2009,2019,316,30,4,45,17,2,1,2,1,1,2,8
205112845010854,3,2004,2016,544,45,2,12,31,2,1,2,1,1,2,8
230722108010854,2,2009,2016,491,93,1,1,25,2,1,2,1,1,2,8
200446547010854,4,2002,2016,97,23,4,37,27,2,1,2,1,1,2,8
205070426010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
250228183010854,2,2009,2016,97,23,1,37,27,2,1,2,1,1,2,8
563049646126144,2,2018,2022,131,38,4,37,69,2,1,2,1,1,2,8
205070458010854,3,2003,2015,222,28,3,12,67,2,1,2,1,1,2,8
357479595489998,2,2015,2022,313,48,3,1,9,2,1,2,1,1,2,8
238661037010854,2,2004,2009,111,45,3,13,87,2,1,1,1,2,2,7
200446532010854,4,2002,2016,16,23,3,37,27,2,1,2,1,1,2,8
259568144489998,3,2013,2022,611,38,3,37,69,2,1,2,1,1,2,8
200393068010854,4,2002,2020,316,85,2,37,101,2,1,2,1,1,2,8
200393074010854,3,2002,2011,820,85,3,37,101,2,1,2,1,1,2,8
238250086010854,3,2009,2019,802,33,1,13,45,2,1,2,1,1,2,8
259568111489998,3,2013,2022,802,38,1,37,69,2,1,2,1,1,2,8
250167248010854,3,2009,2019,762,102,4,51,83,2,1,2,1,1,2,8
200446546010854,4,2002,2016,16,23,4,37,27,2,1,2,1,2,2,8
205112874010854,3,2004,2016,544,45,4,12,31,2,1,2,1,1,2,8
200446478010854,4,2002,2016,935,23,1,37,27,2,1,2,1,1,2,8
250352914010854,2,2009,2014,693,6,2,21,89,2,1,2,1,1,2,8
202399703010854,3,2000,2014,806,43,3,21,51,2,1,2,2,1,2,9
209339733010854,3,2008,2022,391,48,1,1,9,2,1,2,1,1,2,8
200400568010854,4,2002,2018,580,20,3,37,39,2,1,2,1,2,2,8
200357141010854,4,2002,2019,403,8,3,37,43,2,1,2,1,1,2,8
259568108489998,3,2013,2022,762,38,1,37,69,2,1,2,1,1,2,8
238504553010854,3,2007,2017,691,37,4,13,37,2,1,2,1,1,2,8
200446533010854,4,2002,2016,16,23,3,37,27,2,1,2,1,1,2,8
259568114489998,3,2013,2022,833,38,1,37,69,2,1,2,1,1,2,8
200543246010854,3,2004,2016,371,23,3,37,27,2,1,2,1,1,2,8
200400566010854,4,2002,2018,832,20,3,37,39,2,1,2,1,1,2,8
235093778010854,3,2009,2019,461,30,2,45,17,2,1,2,1,1,2,8
200400570010854,4,2002,2018,833,20,4,37,39,2,1,2,1,2,2,8
228226570010854,3,2009,2019,221,24,4,5,39,2,1,2,1,1,2,8
230722143010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
200618464010854,2,2006,2011,545,85,3,37,101,2,1,2,1,1,2,8
202424940010854,3,2001,2014,318,18,4,21,121,2,1,2,1,1,2,8
202474956010854,3,2003,2014,318,6,4,21,89,2,1,2,1,2,2,8
238504519010854,3,2007,2017,544,37,2,13,37,2,1,2,1,2,2,8
238250155010854,3,2009,2019,621,33,3,13,45,2,1,2,1,1,2,8
200357122010854,4,2002,2019,837,8,1,37,43,2,1,2,1,1,2,8
238250163010854,3,2009,2019,711,33,3,13,45,2,1,2,1,1,2,8
238250140010854,3,2009,2019,131,33,2,13,45,2,1,2,1,1,2,8
200393062010854,3,2002,2011,316,85,1,37,101,2,1,2,1,1,2,8
238504532010854,3,2007,2017,694,37,2,13,37,2,1,2,1,1,2,8
238250142010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
228226572010854,3,2009,2019,521,24,4,5,39,2,1,2,1,1,2,8
238661035010854,2,2004,2009,111,45,3,13,87,2,1,1,1,2,2,7
238504513010854,3,2007,2017,691,37,1,13,37,2,1,2,1,1,2,8
252261460010854,2,2010,2016,131,32,4,37,15,2,1,2,1,1,2,8
238661026010854,2,2004,2009,111,45,1,13,87,2,1,1,1,1,2,7
205070440010854,3,2003,2015,316,28,2,12,67,2,1,2,1,1,2,8
238634541010854,4,2005,2020,611,35,4,13,259,2,1,2,1,1,2,8
200357121010854,4,2002,2019,316,8,1,37,43,2,1,2,1,1,2,8
205112838010854,3,2004,2016,544,45,1,12,31,2,1,2,1,1,2,8
200357123010854,4,2002,2019,316,8,1,37,43,2,1,2,1,1,2,8
238504531010854,3,2007,2017,820,37,2,13,37,2,1,2,1,1,2,8
205070450010854,3,2003,2015,316,28,2,12,67,2,1,2,1,1,2,8
202399706010854,3,2000,2014,806,43,3,21,51,2,1,2,2,1,2,9
238808378010854,5,2000,2020,694,35,1,13,259,2,1,2,1,1,2,8
202399708010854,3,2000,2014,316,43,4,21,51,2,1,2,2,1,2,9
205070431010854,3,2003,2015,544,28,1,12,67,2,1,2,1,1,2,8
205070439010854,3,2003,2015,544,28,2,12,67,2,1,2,1,1,2,8
200446531010854,4,2002,2016,16,23,3,37,27,2,1,2,1,1,2,8
238808383010854,5,2000,2020,694,35,1,13,259,2,1,2,1,1,2,8
230722141010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
250228230010854,2,2009,2016,97,23,3,37,27,2,1,2,1,1,2,8
250167252010854,3,2009,2019,132,102,4,51,83,2,1,2,1,1,2,8
230722140010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
220216488010854,3,2002,2014,391,102,3,51,83,2,1,2,1,1,2,8
202424921010854,3,2001,2014,832,18,1,21,121,2,1,2,1,1,2,8
205422119010854,5,2000,2022,313,48,3,1,9,2,1,2,1,1,2,8
200446510010854,4,2002,2016,16,23,2,37,27,2,1,2,1,1,2,8
209339755010854,3,2008,2022,313,48,3,1,9,2,1,2,1,1,2,8
238504552010854,3,2007,2017,544,37,4,13,37,2,1,2,1,2,2,8
235093783010854,3,2009,2019,611,30,2,45,17,2,1,2,1,1,2,8
238504522010854,3,2007,2017,544,37,2,13,37,2,1,2,1,2,2,8
238504550010854,3,2007,2017,691,37,4,13,37,2,1,2,1,1,2,8
202479979010854,3,2003,2013,409,23,1,21,13,2,1,2,1,1,2,8
200446488010854,4,2002,2016,97,23,1,37,27,2,1,2,1,1,2,8
238808382010854,5,2000,2020,316,35,1,13,259,2,1,2,1,1,2,8
204687030010854,3,2001,2016,131,93,3,1,25,2,1,2,1,1,2,8
200446536010854,4,2002,2016,97,23,3,37,27,2,1,2,1,1,2,8
202399710010854,3,2000,2014,316,43,4,21,51,2,1,2,2,1,2,9
42206494010497,2,2002,2012,17,60223,4,41,49,1,1,2,2,1,2,8
238250177010854,3,2009,2019,621,33,3,13,45,2,1,2,1,1,2,8
200400551010854,4,2002,2018,833,20,1,37,39,2,1,2,1,2,2,8
216700420010854,4,2000,2019,722,24,3,5,39,2,1,2,1,2,2,8
238504545010854,3,2007,2017,822,37,3,13,37,2,1,2,1,1,2,8
230722153010854,2,2009,2016,131,93,4,1,25,2,1,2,1,1,2,8
200446539010854,4,2002,2016,97,23,3,37,27,2,1,2,1,1,2,8
42206484010497,2,2002,2012,17,60223,1,41,49,1,1,2,2,1,2,8
238504512010854,3,2007,2017,694,37,1,13,37,2,1,2,1,1,2,8
250335167010854,2,2009,2014,316,43,3,21,51,2,1,2,2,1,2,9
238250131010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
238250185010854,3,2009,2019,812,33,4,13,45,2,1,2,1,1,2,8
202479977010854,3,2003,2013,403,23,1,21,13,2,1,2,1,1,2,8
238504506010854,3,2007,2017,316,37,1,13,37,2,1,2,1,1,2,8
357479579489998,2,2015,2022,313,48,1,1,9,2,1,2,1,2,2,8
202424939010854,3,2001,2014,531,18,4,21,121,2,1,2,1,1,2,8
200393087010854,3,2002,2011,822,85,4,37,101,2,1,2,1,1,2,8
200446526010854,4,2002,2016,97,23,2,37,27,2,1,2,1,1,2,8
250228260010854,2,2009,2016,16,23,4,37,27,2,1,2,1,1,2,8
250228184010854,2,2009,2016,16,23,1,37,27,2,1,2,1,2,2,8
250335139010854,2,2009,2014,316,43,1,21,51,2,1,2,2,1,2,9
238305851010854,2,2009,2014,611,45,1,13,87,2,1,1,1,1,2,7
258625581010854,2,2011,2016,544,45,3,12,31,2,1,2,1,1,2,8
205112837010854,3,2004,2016,544,45,1,12,31,2,1,2,1,1,2,8
205070428010854,3,2003,2015,694,28,1,12,67,2,1,2,1,1,2,8
200386889010854,4,2002,2016,611,32,2,37,15,2,1,2,1,1,2,8
205422125010854,5,2000,2022,391,48,4,1,9,2,1,2,1,1,2,8
200357131010854,4,2002,2019,711,8,2,37,43,2,1,2,1,1,2,8
200400557010854,4,2002,2018,372,20,2,37,39,2,1,2,1,1,2,8
205112862010854,3,2004,2016,544,45,3,12,31,2,1,2,1,1,2,8
200386874010854,4,2002,2016,316,32,1,37,15,2,1,2,1,1,2,8
216700418010854,4,2000,2019,221,24,3,5,39,2,1,2,1,1,2,8
200575049010854,3,2005,2018,833,20,4,37,39,2,1,2,1,1,2,8
202474955010854,3,2003,2014,318,6,4,21,89,2,1,2,1,2,2,8
230722116010854,2,2009,2016,131,93,1,1,25,2,1,2,1,1,2,8
205112876010854,3,2004,2016,221,45,4,12,31,2,1,2,1,1,2,8
238661034010854,4,2004,2019,111,45,3,13,87,2,1,1,1,2,2,7
235093779010854,3,2009,2019,922,30,2,45,17,2,1,2,1,1,2,8
238661029010854,2,2004,2009,111,45,1,13,87,2,1,1,1,1,2,7
202399709010854,3,2000,2014,316,43,4,21,51,2,1,2,2,1,2,9
202474942010854,3,2003,2014,621,6,1,21,89,2,1,2,1,1,2,8
220216447010854,4,2002,2019,711,102,1,51,83,2,1,2,1,1,2,8
202479988010854,3,2003,2013,693,23,3,21,13,2,1,2,1,1,2,8
202399687010854,3,2000,2014,711,43,2,21,51,2,1,2,2,1,2,9
210936036010854,5,2000,2019,611,30,3,45,17,2,1,2,1,1,2,8
200357151010854,4,2002,2019,711,8,4,37,43,2,1,2,1,1,2,8
205394185010854,4,2000,2016,131,93,3,1,25,2,1,2,1,1,2,8
238250143010854,2,2009,2014,131,33,2,13,45,2,1,2,1,1,2,8
250335153010854,2,2009,2014,316,43,2,21,51,2,1,2,2,1,2,9
205422111010854,5,2000,2022,611,48,1,1,9,2,1,2,1,1,2,8
250217393010854,2,2009,2018,315,20,3,37,39,2,1,2,1,1,2,8
220216477010854,3,2002,2014,316,102,3,51,83,2,1,2,1,1,2,8
205394184010854,4,2000,2016,131,93,3,1,25,2,1,2,1,1,2,8
238504548010854,3,2007,2017,691,37,4,13,37,2,1,2,1,1,2,8
238661033010854,4,2004,2019,111,45,2,13,87,2,1,1,1,2,2,7
252349734010854,3,2010,2020,653,35,2,13,259,2,1,2,1,1,2,8
250352932010854,2,2009,2014,621,6,4,21,89,2,1,2,1,1,2,8
220216480010854,4,2002,2019,621,102,3,51,83,2,1,2,1,1,2,8
238504520010854,3,2007,2017,691,37,2,13,37,2,1,2,1,1,2,8
202474949010854,3,2003,2014,693,6,2,21,89,2,1,2,1,1,2,8
259568155489998,3,2013,2022,131,38,4,37,69,2,1,2,1,1,2,8
238504509010854,3,2007,2017,544,37,1,13,37,2,1,2,1,2,2,8
250335168010854,2,2009,2014,316,43,3,21,51,2,1,2,2,1,2,9
252349740010854,3,2010,2020,827,35,3,13,259,2,1,2,1,1,2,8
200446492010854,4,2002,2016,935,23,1,37,27,2,1,2,1,1,2,8
202399688010854,3,2000,2014,806,43,2,21,51,2,1,2,2,1,2,9
200393079010854,3,2002,2011,316,85,3,37,101,2,1,2,1,1,2,8
250352924010854,2,2009,2014,316,6,4,21,89,2,1,2,1,1,2,8
202399675010854,3,2000,2014,356,43,1,21,51,2,1,2,2,1,2,9
202479989010854,3,2003,2013,403,23,4,21,13,2,1,2,1,2,2,8
200618441010854,2,2006,2011,316,85,1,37,101,2,1,2,1,1,2,8
250167249010854,2,2009,2014,132,102,4,51,83,2,1,2,1,1,2,8
210936030010854,5,2000,2019,131,30,3,45,17,2,1,2,1,1,2,8
259568142489998,3,2013,2022,611,38,3,37,69,2,1,2,1,1,2,8
357479592489998,2,2015,2022,611,48,2,1,9,2,1,2,1,1,2,8
202474948010854,3,2003,2014,693,6,2,21,89,2,1,2,1,1,2,8
200393052010854,3,2002,2011,316,85,1,37,101,2,1,2,1,1,2,8
259568140489998,3,2013,2022,316,38,3,37,69,2,1,2,1,1,2,8
250167225010854,3,2009,2019,611,102,2,51,83,2,1,2,1,1,2,8
238250181010854,3,2009,2019,812,33,4,13,45,2,1,2,1,1,2,8
228226573010854,3,2009,2019,221,24,4,5,39,2,1,2,1,1,2,8
230722137010854,2,2009,2016,611,93,3,1,25,2,1,2,1,1,2,8
